id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
SE;SUDESTE/CENTRO-OESTE;2021-05-13 01:00:00;23141.02099999;7980.98900000;2.00000000;0.00300000;33970.98300000;-2846.96999999
S;SUL;2021-05-13 01:00:00;965.81900000;1814.09299999;452.66200000;1.00000000;9622.03900000;-6388.46500000
NE;NORDESTE;2021-05-13 02:00:00;2561.48900000;933.13400000;5321.67199999;0E-8;10471.23500000;-1654.94000000
N;NORTE;2021-05-13 02:00:00;13542.01900000;2198.39500000;0.04000000;0E-8;6157.52900000;9582.92499999
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 02:00:00;39968.54700000;12851.72200000;5773.13500000;1.00000000;58594.40000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 02:00:00;22906.86000000;7922.06400000;2.00000000;0E-8;32715.82299999;-1884.89899999
S;SUL;2021-05-13 02:00:00;958.17900000;1798.12900000;449.42300000;1.00000000;9249.81699999;-6043.08600000
NE;NORDESTE;2021-05-13 03:00:00;2482.30900000;931.92699999;5519.73100000;0E-8;10285.34200000;-1351.37500000
N;NORTE;2021-05-13 03:00:00;13197.98499999;2195.18600000;0.09200000;0E-8;6022.10599999;9371.15700000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 03:00:00;38879.58700000;12838.49500000;6086.62900000;1.00000000;57805.71000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 03:00:00;22241.15300000;7902.77899999;2.00000000;0E-8;32311.70400000;-2165.77200000
S;SUL;2021-05-13 03:00:00;958.14000000;1808.60300000;564.80600000;1.00000000;9186.55900000;-5854.01000000
NE;NORDESTE;2021-05-13 04:00:00;2481.29200000;929.05000000;5569.08400000;0E-8;10316.19800000;-1336.77200000
N;NORTE;2021-05-13 04:00:00;13351.94599999;2193.76500000;0.00200000;0E-8;5931.58300000;9614.12999999
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 04:00:00;39042.71600000;12850.93600000;6159.54100000;1.00000000;58054.19000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 04:00:00;22251.84700000;7925.06899999;2.00000000;0E-8;32503.07299999;-2324.15700000
S;SUL;2021-05-13 04:00:00;957.63100000;1803.05200000;588.45499999;1.00000000;9303.33900000;-5953.20100000
NE;NORDESTE;2021-05-13 05:00:00;2483.94800000;900.35500000;5714.81200000;3.96200000;10092.48499999;-989.40800000
N;NORTE;2021-05-13 05:00:00;14061.79800000;2194.13000000;0E-8;0E-8;5862.06500000;10393.86299999
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 05:00:00;40427.40300000;12934.54000000;6178.20200000;5.46200000;59545.61000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 05:00:00;22914.36300000;8042.56299999;2.00000000;1.00000000;33710.42400000;-2750.49799999
S;SUL;2021-05-13 05:00:00;967.29399999;1797.49200000;461.39000000;0.50000000;9880.63300000;-6653.95700000
NE;NORDESTE;2021-05-13 06:00:00;2411.93199999;905.27600000;5367.53000000;188.93400000;9882.92899999;-1009.25700000
N;NORTE;2021-05-13 06:00:00;15601.22200000;2191.83000000;0E-8;0.50000000;5663.55299999;12129.99900000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 06:00:00;42939.89000000;13335.54500000;5772.76400000;219.61900000;62267.82000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 06:00:00;23960.11900000;8433.02300000;2.00000000;30.18500000;35689.48400000;-3264.15700000
S;SUL;2021-05-13 06:00:00;966.61700000;1805.41599999;403.23400000;0E-8;11031.85300000;-7856.58600000
NE;NORDESTE;2021-05-13 07:00:00;2292.58000000;913.90400000;5263.12800000;800.90300000;10460.39900000;-1189.88400000
N;NORTE;2021-05-13 07:00:00;16055.95400000;2190.90800000;0E-8;1.00000000;5646.51100000;12601.35099999
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 07:00:00;45268.32400000;13794.53000000;5687.56400000;1097.74600000;65848.16000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 07:00:00;25773.79999999;8821.20499999;2.00000000;295.84299999;37545.30299999;-2652.45499999
S;SUL;2021-05-13 07:00:00;1145.98999999;1868.51300000;422.43600000;0E-8;12195.95100000;-8759.01200000
NE;NORDESTE;2021-05-13 08:00:00;2293.35900000;911.46499999;5385.96000000;1303.58500000;10967.66899999;-1073.30000000
N;NORTE;2021-05-13 08:00:00;16173.79900000;2182.66400000;0.00100000;2.00000000;5874.41100000;12484.05300000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 08:00:00;47024.95200000;14545.44600000;5784.72500000;1868.40300000;69223.53000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 08:00:00;27081.44200000;9456.07700000;2.00000000;561.81800000;39321.66800000;-2220.33100000
S;SUL;2021-05-13 08:00:00;1476.35200000;1995.24000000;396.76400000;1.00000000;13059.77800000;-9190.42200000
NE;NORDESTE;2021-05-13 09:00:00;2554.96599999;908.70100000;4991.34599999;1515.63900000;11016.02799999;-1045.37599999
N;NORTE;2021-05-13 09:00:00;15908.71100000;2186.75500000;2.75300000;2.00000000;6005.04900000;12095.17000000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 09:00:00;48018.01200000;14542.79700000;5250.57300000;2158.96500000;69970.35000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 09:00:00;27734.61199999;9455.39699999;2.00000000;640.32600000;39781.44599999;-1949.11099999
S;SUL;2021-05-13 09:00:00;1819.72299999;1991.94400000;254.47400000;1.00000000;13167.82400000;-9100.68300000
NE;NORDESTE;2021-05-13 10:00:00;2892.25900000;913.43100000;4424.12000000;1553.52100000;11025.95800000;-1242.62700000
N;NORTE;2021-05-13 10:00:00;16303.02600000;2175.37000000;24.74100000;2.00000000;6114.44400000;12390.69300000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 10:00:00;49419.87100000;14515.30700000;4706.37100000;2224.03700000;70865.59000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 10:00:00;28280.84199999;9443.92600000;2.00000000;667.51600000;40407.41099999;-2013.12699999
S;SUL;2021-05-13 10:00:00;1943.74400000;1982.58000000;255.51000000;1.00000000;13317.77300000;-9134.93900000
NE;NORDESTE;2021-05-13 11:00:00;3440.72900000;922.68700000;4112.05299999;1454.03200000;10880.99000000;-951.48899999
N;NORTE;2021-05-13 11:00:00;15954.05200000;2165.63900000;29.35400000;2.00000000;6053.91200000;12097.13300000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 11:00:00;49362.61600000;14500.75500000;4404.48900000;2107.92300000;70375.78000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 11:00:00;27842.73700000;9436.84599999;2.00000000;651.89100000;40318.95500000;-2385.48099999
S;SUL;2021-05-13 11:00:00;2125.09800000;1975.58300000;261.08200000;0E-8;13121.92600000;-8760.16300000
NE;NORDESTE;2021-05-13 12:00:00;3507.21100000;909.79200000;3627.32900000;1437.21000000;10825.89500000;-1344.35300000
N;NORTE;2021-05-13 12:00:00;15775.43800000;2140.12500000;4.84900000;2.00000000;5985.76900000;11936.64300000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 12:00:00;48364.29800000;14513.66400000;3874.13600000;2005.96200000;68758.06000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 12:00:00;27121.98599999;9485.38499999;2.00000000;566.75199999;40019.44399999;-2843.32099999
S;SUL;2021-05-13 12:00:00;1959.66300000;1978.36200000;239.95800000;0E-8;11926.95200000;-7748.96900000
NE;NORDESTE;2021-05-13 13:00:00;3519.77100000;890.76399999;3464.04100000;1291.54299999;10999.27600000;-1833.15700000
N;NORTE;2021-05-13 13:00:00;16218.57500000;2153.85799999;1.35500000;1.50000000;6267.92600000;12107.36200000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 13:00:00;50499.48400000;14502.75000000;3660.06600000;1882.51000000;70544.81000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 13:00:00;28538.29500000;9478.90300000;2.00000000;589.46700000;40779.90700000;-2171.24200000
S;SUL;2021-05-13 13:00:00;2222.84300000;1979.22500000;192.67000000;0E-8;12497.70100000;-8102.96300000
NE;NORDESTE;2021-05-13 14:00:00;3736.83300000;908.17100000;3373.59399999;1169.02100000;11208.05200000;-2020.43300000
N;NORTE;2021-05-13 14:00:00;16782.05299999;2159.68900000;1.09900000;1.00000000;6512.89799999;12430.94300000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 14:00:00;52303.60800000;14539.25400000;3548.91600000;1703.60000000;72095.38000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 14:00:00;29347.51900000;9475.98400000;2.00000000;532.57899999;41539.53700000;-2181.45500000
S;SUL;2021-05-13 14:00:00;2437.20300000;1995.41000000;172.22300000;1.00000000;12834.89100000;-8229.05500000
NE;NORDESTE;2021-05-13 15:00:00;4134.81400000;912.61800000;3145.06300000;819.88800000;11294.33400000;-2281.95100000
N;NORTE;2021-05-13 15:00:00;16934.49800000;2164.14300000;1.06600000;1.00000000;6480.41200000;12620.29500000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 15:00:00;53957.01500000;14604.43500000;3305.53600000;1283.58600000;73150.57000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 15:00:00;29870.47400000;9530.56300000;2.00000000;462.19800000;42232.53800000;-2367.30299999
S;SUL;2021-05-13 15:00:00;3017.22900000;1997.11100000;157.40700000;0.50000000;13143.28800000;-7971.04100000
NE;NORDESTE;2021-05-13 16:00:00;4518.96400000;920.92500000;3532.47199999;366.62600000;11291.96699999;-1952.98000000
N;NORTE;2021-05-13 16:00:00;16868.83600000;2161.53600000;13.63600000;0.50000000;6443.57499999;12600.93300000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 16:00:00;55507.98800000;14639.59200000;3642.85100000;621.20200000;74411.63000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 16:00:00;30688.07200000;9538.50900000;2.00000000;254.07600000;42971.05100000;-2488.39400000
S;SUL;2021-05-13 16:00:00;3432.11600000;2018.62200000;94.74300000;0E-8;13705.04000000;-8159.55900000
NE;NORDESTE;2021-05-13 17:00:00;4532.98300000;912.04699999;3974.16600000;43.74700000;11557.15000000;-2094.20700000
N;NORTE;2021-05-13 17:00:00;16961.92700000;2168.23900000;39.76300000;0E-8;6306.30900000;12863.62000000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 17:00:00;57285.11000000;14657.87500000;4091.49500000;64.59600000;76099.08000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 17:00:00;31925.51199999;9553.94100000;2.00000000;19.84900000;43958.02800000;-2456.72600000
S;SUL;2021-05-13 17:00:00;3864.68800000;2023.64800000;75.56600000;1.00000000;14277.58900000;-8312.68700000
NE;NORDESTE;2021-05-13 18:00:00;4551.12800000;908.39800000;4771.06800000;0E-8;11573.90800000;-1343.31399999
N;NORTE;2021-05-13 18:00:00;16653.80200000;2177.04600000;190.02000000;0E-8;6306.70099999;12714.16700000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 18:00:00;59857.64000000;14645.07500000;5047.69600000;1.00000000;79551.41000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 18:00:00;33102.36500000;9547.62299999;2.00000000;0E-8;46490.13600000;-3838.14800000
S;SUL;2021-05-13 18:00:00;5550.34500000;2012.00800000;84.60799999;1.00000000;15180.66600000;-7532.70500000
NE;NORDESTE;2021-05-13 19:00:00;4517.68000000;911.54300000;5668.68399999;0E-8;11236.36500000;-138.45800000
N;NORTE;2021-05-13 19:00:00;15841.55800000;2196.14199999;147.15100000;0E-8;6366.55699999;11818.29400000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 19:00:00;56959.86700000;14683.16400000;5935.49500000;1.00300000;77579.53000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 19:00:00;31829.13300000;9539.27999999;2.50000000;0.00300000;45466.33900000;-4095.42300000
S;SUL;2021-05-13 19:00:00;4771.49600000;2036.19900000;117.16000000;1.00000000;14510.26800000;-7584.41300000
NE;NORDESTE;2021-05-13 20:00:00;4532.98600000;915.93900000;6200.63600000;0E-8;11031.66700000;617.89400000
N;NORTE;2021-05-13 20:00:00;15394.80500000;2214.65800000;129.47000000;0E-8;6391.80500000;11347.12800000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 20:00:00;54285.47300000;14787.63500000;6463.89100000;1.00400000;75538.00000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 20:00:00;31062.60399999;9596.89799999;3.00000000;0.00400000;44383.93699999;-3721.43100000
S;SUL;2021-05-13 20:00:00;3295.07800000;2060.14000000;130.78500000;1.00000000;13730.59400000;-8243.59100000
NE;NORDESTE;2021-05-13 21:00:00;4111.90100000;919.51000000;6313.18199999;0E-8;11570.25000000;-225.65700000
N;NORTE;2021-05-13 21:00:00;15440.14300000;2214.63699999;141.01499999;0E-8;6477.14599999;11318.64900000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 21:00:00;52881.93800000;14828.16000000;6615.08800000;1.00400000;74326.19000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 21:00:00;30834.54000000;9620.75400000;3.00000000;0.00400000;42913.71900000;-2455.42100000
S;SUL;2021-05-13 21:00:00;2495.35400000;2073.25900000;157.89100000;1.00000000;13365.07500000;-8637.57100000
NE;NORDESTE;2021-05-13 22:00:00;4024.33700000;912.21300000;6728.52900000;0E-8;11534.90700000;130.17200000
N;NORTE;2021-05-13 22:00:00;15252.90899999;2216.98699999;226.81400000;0E-8;6580.12999999;11116.58000000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 22:00:00;49910.25600000;14313.78200000;7134.78500000;1.00400000;71359.83000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 22:00:00;28899.53699999;9170.12500000;3.00000000;0.00400000;40649.07099999;-2576.40500000
S;SUL;2021-05-13 22:00:00;1733.47299999;2014.45700000;176.44200000;1.00000000;12595.71900000;-8670.34700000
NE;NORDESTE;2021-05-13 23:00:00;3983.38200000;913.23500000;6833.36000000;0E-8;11168.91800000;561.05900000
N;NORTE;2021-05-13 23:00:00;14796.26400000;2214.04799999;40.53600000;0E-8;6506.48200000;10544.36600000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-13 23:00:00;46608.17900000;13242.88000000;7089.01600000;1.00400000;66941.08000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-13 23:00:00;26713.40300000;8215.87999999;2.00000000;0.00400000;37859.60400000;-2928.31699999
S;SUL;2021-05-13 23:00:00;1115.13000000;1899.71700000;213.12000000;1.00000000;11406.07500000;-8177.10800000
NE;NORDESTE;2021-05-14 00:00:00;3426.71700000;908.42000000;6874.65600000;0E-8;10835.93300000;373.86000000
N;NORTE;2021-05-14 00:00:00;14374.37900000;2224.83000000;16.71900000;0E-8;6426.33300000;10189.59499999
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 00:00:00;42508.01100000;13349.33300000;7119.55800000;1.00100000;62977.90000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 00:00:00;23713.98800000;8312.87200000;2.99900000;0.00100000;35328.09800000;-3298.23800000
S;SUL;2021-05-14 00:00:00;992.92700000;1903.21099999;225.18399999;1.00000000;10387.53900000;-7265.21700000
NE;NORDESTE;2021-05-14 01:00:00;2912.69400000;907.17000000;7288.80999999;0E-8;10495.32299999;613.35100000
N;NORTE;2021-05-14 01:00:00;12720.70400000;2232.55699999;17.92800000;0E-8;6248.93500000;8722.25399999
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 01:00:00;38930.58300000;13346.72000000;7556.42400000;1.00200000;59834.73000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 01:00:00;22349.03600000;8306.42499999;3.00000000;0.00200000;33337.38600000;-2678.92299999
S;SUL;2021-05-14 01:00:00;948.14900000;1900.56800000;246.68600000;1.00000000;9753.08499999;-6656.68200000
NE;NORDESTE;2021-05-14 02:00:00;2514.44000000;908.48100000;7382.16200000;0E-8;10318.40600000;486.67700000
N;NORTE;2021-05-14 02:00:00;12428.57300000;2155.59100000;11.75100000;0E-8;6102.08500000;8493.83000000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 02:00:00;37129.92200000;13159.15800000;7658.56700000;1.00100000;57948.65000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 02:00:00;21234.30399999;8200.72900000;2.50000000;0.00100000;32150.35599999;-2712.82199999
S;SUL;2021-05-14 02:00:00;952.60499999;1894.35700000;262.15400000;1.00000000;9377.80100000;-6267.68500000
NE;NORDESTE;2021-05-14 03:00:00;2487.56599999;921.29700000;7340.60500000;0E-8;10252.95499999;496.51300000
N;NORTE;2021-05-14 03:00:00;12382.79300000;2036.22000000;1.00800000;0E-8;5949.94200000;8470.07900000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 03:00:00;36507.27800000;13095.43600000;7562.44100000;1.00000000;57166.16000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 03:00:00;20684.60400000;8236.41400000;2.00000000;0E-8;31682.36900000;-2759.35100000
S;SUL;2021-05-14 03:00:00;952.31500000;1901.50500000;218.82799999;1.00000000;9280.88900000;-6207.24100000
NE;NORDESTE;2021-05-14 04:00:00;2487.98300000;919.91999999;7164.28100000;0E-8;10167.80900000;404.37500000
N;NORTE;2021-05-14 04:00:00;12824.53700000;2055.01699999;2.97000000;0E-8;5902.99900000;8979.52500000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 04:00:00;37067.85000000;13099.58700000;7379.10500000;1.00000000;57547.54000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 04:00:00;20802.78200000;8220.97700000;2.00000000;0E-8;32079.80800000;-3054.04900000
S;SUL;2021-05-14 04:00:00;952.54800000;1903.67300000;209.85400000;1.00000000;9396.92600000;-6329.85100000
NE;NORDESTE;2021-05-14 05:00:00;2473.86900000;917.66100000;7157.23299999;4.75800000;10035.65099999;517.87000000
N;NORTE;2021-05-14 05:00:00;13323.17600000;2040.40699999;2.19099999;0E-8;5867.74199999;9498.03200000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 05:00:00;38670.41400000;13166.97900000;7397.98000000;6.25800000;59241.63000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 05:00:00;21917.38100000;8316.33599999;2.00000000;1.00000000;33346.67100000;-3109.95400000
S;SUL;2021-05-14 05:00:00;955.98800000;1892.57499999;236.55600000;0.50000000;9991.56700000;-6905.94800000
NE;NORDESTE;2021-05-14 06:00:00;2365.87000000;919.39799999;7264.24300000;211.24499999;9619.70000000;1141.05600000
N;NORTE;2021-05-14 06:00:00;13762.73700000;2065.20600000;8.01500000;0.50000000;5607.16599999;10229.29200000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 06:00:00;40188.64100000;13604.29400000;7530.00300000;241.51000000;61564.45000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 06:00:00;23044.59600000;8725.48799999;2.00000000;29.76500000;35258.79600000;-3456.94700000
S;SUL;2021-05-14 06:00:00;1015.43799999;1894.20200000;255.74500000;0E-8;11078.78600000;-7913.40100000
NE;NORDESTE;2021-05-14 07:00:00;2260.62599999;913.91500000;7370.74199999;1024.58800000;10135.81299999;1434.05800000
N;NORTE;2021-05-14 07:00:00;14284.63700000;2126.59400000;2.74400000;1.00000000;5561.04799999;10853.92700000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 07:00:00;42282.46900000;14080.70400000;7581.66100000;1296.97500000;65241.81000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 07:00:00;24684.39400000;9123.48699999;2.00000000;271.38700000;37323.66100000;-3242.39300000
S;SUL;2021-05-14 07:00:00;1052.81199999;1916.70800000;206.17500000;0E-8;12221.28700000;-9045.59200000
NE;NORDESTE;2021-05-14 08:00:00;2269.94200000;912.70200000;7887.30800000;1375.00100000;10589.37100000;1855.58200000
N;NORTE;2021-05-14 08:00:00;14193.77200000;2142.62500000;0.40800000;2.00000000;5799.75499999;10539.05000000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 08:00:00;44225.71800000;14642.10400000;8058.39700000;1860.64000000;68786.86000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 08:00:00;26248.85299999;9564.33100000;2.50000000;482.63900000;39310.25099999;-3011.92800000
S;SUL;2021-05-14 08:00:00;1513.15100000;2022.44600000;168.18099999;1.00000000;13087.48200000;-9382.70400000
NE;NORDESTE;2021-05-14 09:00:00;2393.05399999;907.88800000;7501.00700000;1481.58500000;10765.86000000;1517.67400000
N;NORTE;2021-05-14 09:00:00;14269.13200000;2138.05600000;3.33200000;2.00000000;5936.98199999;10475.53799999
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 09:00:00;45692.99300000;14627.01700000;7635.00800000;2070.74200000;70025.76000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 09:00:00;27356.35100000;9527.22100000;2.50000000;586.15699999;40112.03200000;-2639.80300000
S;SUL;2021-05-14 09:00:00;1674.45599999;2053.85200000;128.16900000;1.00000000;13210.88599999;-9353.40900000
NE;NORDESTE;2021-05-14 10:00:00;2524.92600000;907.39099999;7337.46300000;1499.25200000;10900.74300000;1368.28900000
N;NORTE;2021-05-14 10:00:00;14485.37200000;2184.22200000;8.62700000;2.00000000;6028.76100000;10651.46000000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 10:00:00;46811.27600000;14599.05000000;7427.42500000;2127.42100000;70965.17000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 10:00:00;27650.52399999;9444.36500000;2.00000000;625.16900000;40701.43700000;-2979.37899999
S;SUL;2021-05-14 10:00:00;2150.45399999;2063.07200000;79.33500000;1.00000000;13334.23100000;-9040.37000000
NE;NORDESTE;2021-05-14 11:00:00;2996.90800000;893.20400000;6782.82700000;1442.18300000;10864.87699999;1250.24500000
N;NORTE;2021-05-14 11:00:00;14361.29700000;2246.12900000;8.97000000;2.00000000;6021.67700000;10596.71899999
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 11:00:00;47146.19700000;14665.93300000;6885.93400000;2084.65100000;70782.72000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 11:00:00;27554.11000000;9462.18400000;2.00000000;640.46800000;40679.30600000;-3020.54400000
S;SUL;2021-05-14 11:00:00;2233.88199999;2064.41600000;92.13700000;0E-8;13216.85500000;-8826.42000000
NE;NORDESTE;2021-05-14 12:00:00;3104.12900000;895.80000000;6065.10399999;1407.27000000;10606.53400000;865.76900000
N;NORTE;2021-05-14 12:00:00;14770.84400000;2259.59200000;7.81400000;2.00000000;6022.64799999;11017.60200000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 12:00:00;46802.54700000;14410.73300000;6140.80200000;2031.57900000;69385.66000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 12:00:00;27057.41500000;9436.66000000;2.00000000;622.30900000;40576.28100000;-3457.89699999
S;SUL;2021-05-14 12:00:00;1870.15900000;1818.68100000;65.88400000;0E-8;12180.19800000;-8425.47400000
NE;NORDESTE;2021-05-14 13:00:00;3195.36900000;889.60200000;5788.90000000;1276.66900000;10970.59200000;179.94799999
N;NORTE;2021-05-14 13:00:00;15724.45399999;2275.67300000;7.47900000;2.00000000;6282.09599999;11727.51000000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 13:00:00;49388.03500000;14312.30800000;5851.44900000;1895.23100000;71447.02000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 13:00:00;28141.71400000;9557.05899999;2.00000000;616.56200000;41453.05000000;-3135.71500000
S;SUL;2021-05-14 13:00:00;2326.49800000;1589.97400000;53.07000000;0E-8;12741.28500000;-8771.74300000
NE;NORDESTE;2021-05-14 14:00:00;3585.49300000;880.95200000;5672.02699999;1167.28700000;11119.65000000;186.10899999
N;NORTE;2021-05-14 14:00:00;15788.39600000;2264.53600000;32.92900000;1.00000000;6504.52400000;11582.33700000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 14:00:00;50999.21800000;14338.29900000;5752.39800000;1714.55600000;72804.47000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 14:00:00;28691.66700000;9586.58700000;2.00000000;545.26900000;42041.96400000;-3216.44100000
S;SUL;2021-05-14 14:00:00;2933.66200000;1606.22400000;45.44200000;1.00000000;13138.33299999;-8552.00499999
NE;NORDESTE;2021-05-14 15:00:00;3801.53600000;888.47100000;5775.92300000;1003.68500000;11151.29500000;318.32000000
N;NORTE;2021-05-14 15:00:00;16280.71800000;2263.26500000;117.25400000;1.00000000;6551.90700000;12110.33000000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 15:00:00;52170.00800000;14289.94600000;5943.80100000;1427.31400000;73831.07000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 15:00:00;28971.44600000;9537.96400000;2.00000000;422.12900000;42836.60000000;-3903.06099999
S;SUL;2021-05-14 15:00:00;3116.30800000;1600.24600000;48.62399999;0.50000000;13291.26700000;-8525.58900000
NE;NORDESTE;2021-05-14 16:00:00;4364.61200000;885.09099999;5713.23900000;483.45800000;11060.10900000;386.29100000
N;NORTE;2021-05-14 16:00:00;15958.80000000;2288.62900000;61.31100000;0.50000000;6508.25800000;11800.98200000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 16:00:00;53290.23700000;14408.88200000;5843.64300000;706.93900000;74249.70000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 16:00:00;29535.17900000;9632.82200000;2.00000000;222.98100000;43082.73000000;-3689.74800000
S;SUL;2021-05-14 16:00:00;3431.64600000;1602.34000000;67.09300000;0E-8;13598.60400000;-8497.52500000
NE;NORDESTE;2021-05-14 17:00:00;4370.83900000;884.63100000;5958.90300000;41.09700000;11381.04700000;-125.57700000
N;NORTE;2021-05-14 17:00:00;16125.73600000;2287.72300000;104.64100000;0E-8;6359.67700000;12158.42300000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 17:00:00;55454.56400000;14511.62900000;6149.74000000;56.61700000;76172.55000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 17:00:00;30940.54400000;9732.42599999;2.50000000;14.52000000;44368.17999999;-3678.18999999
S;SUL;2021-05-14 17:00:00;4017.44500000;1606.84899999;83.69600000;1.00000000;14063.64600000;-8354.65600000
NE;NORDESTE;2021-05-14 18:00:00;4368.54500000;900.69200000;6555.70400000;0E-8;11300.98100000;523.96000000
N;NORTE;2021-05-14 18:00:00;15695.98499999;2293.06700000;377.42000000;0E-8;6296.27199999;12070.20000000
SIN;SISTEMA INTERLIGADO NACIONAL;2021-05-14 18:00:00;57578.13000000;14562.89200000;7025.28200000;1.00100000;79167.31000000;0E-8
SE;SUDESTE/CENTRO-OESTE;2021-05-14 18:00:00;31997.64599999;9777.72100000;3.00000000;0.00100000;46671.84000000;-4893.47200000
S;SUL;2021-05-14 18:00:00;5515.95400000;1591.41200000;89.15800000;1.00000000;14898.21200000;-7700.68800000
NE;NORDESTE;2021-05-14 19:00:00;4039.27900000;896.54600000;6941.35500000;0E-8;11025.23400000;851.94599999
